Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Worcester Red Sox,Triple-A,No Outs,,,,1,,,0.1,1,0,,,0,0,0,0.00
Worcester Red Sox,Triple-A,One Out,,,,1,,,0.1,1,0,,,0,0,1,0.00
Worcester Red Sox,Triple-A,Two Outs,,,,1,,,0.1,2,1,,,0,0,0,3.00
