Name,Year,0ft,5ft,10ft,15ft,20ft,25ft,30ft,35ft,40ft,45ft,50ft,55ft,60ft,65ft,70ft,75ft,80ft,85ft,90ft
"Schoop, Jonathan - RHB",2015,0.00,0.55,0.84,1.10,1.35,1.58,1.81,2.02,2.22,2.42,2.61,2.80,2.99,3.17,3.35,3.54,3.72,3.91,4.11
"Schoop, Jonathan - RHB",2016,0.00,0.54,0.83,1.10,1.35,1.58,1.80,2.01,2.21,2.40,2.59,2.77,2.96,3.14,3.31,3.49,3.67,3.85,4.04
"Schoop, Jonathan - RHB",2017,0.00,0.54,0.83,1.10,1.35,1.58,1.80,2.00,2.20,2.39,2.58,2.76,2.94,3.12,3.30,3.48,3.65,3.83,4.01
"Schoop, Jonathan - RHB",2018,0.00,0.54,0.84,1.11,1.35,1.58,1.80,2.01,2.21,2.40,2.58,2.77,2.95,3.13,3.31,3.48,3.66,3.84,4.02
"Schoop, Jonathan - RHB",2019,0.00,0.55,0.85,1.12,1.36,1.60,1.81,2.02,2.22,2.41,2.60,2.78,2.97,3.15,3.33,3.51,3.68,3.87,4.06
"Schoop, Jonathan - RHB",2020,0.00,0.57,0.90,1.18,1.42,1.65,1.87,2.08,2.27,2.47,2.65,2.84,3.02,3.20,3.37,3.55,3.73,3.91,4.09
"Schoop, Jonathan - RHB",2021,0.00,0.57,0.90,1.18,1.42,1.65,1.87,2.08,2.28,2.47,2.66,2.85,3.03,3.21,3.39,3.57,3.75,3.93,4.12
"Schoop, Jonathan - RHB",2022,0.00,0.57,0.90,1.18,1.43,1.66,1.88,2.09,2.29,2.48,2.67,2.86,3.05,3.23,3.41,3.59,3.77,3.96,4.15

