Season,Team,Pos,PA,Depth (ft.),Angle
2016,BAL,4,5913,150,13
2017,BAL,6,87,148,-11
2017,BAL,4,6011,152,15
2018,MIL,6,304,147,-12
2018,BAL,4,3292,152,15
2018,MIL,4,792,154,12
2018,BAL,6,12,149,-13
2019,MIN,4,4135,152,10
2020,DET,4,1588,146,12
2021,DET,5,3,131,-26
2021,DET,3,3963,109,34
2021,DET,4,1312,151,11
2022,DET,4,4657,152,11
2022,DET,3,42,115,35
