Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,Max EV,"Hard
Hit%",K%,BB%,Whiff%,"Chase
Rate",Speed,OAA,"Arm
Strength"
2015,,,,,,,,,97,,,,,,50,,
2016,22,39,42,44,9,69,52,21,92,41,38,2,17,1,64,,
2017,51,73,58,49,41,74,56,46,98,59,45,10,22,16,65,92,
2018,2,13,15,23,1,29,27,9,80,17,35,2,24,4,61,92,
2019,29,36,47,47,12,51,60,19,96,47,27,4,8,3,61,85,
2020,23,39,32,31,18,27,32,23,95,25,53,6,41,7,60,94,39
2021,28,58,38,32,21,60,33,28,98,43,62,10,48,8,51,92,48
2022,2,22,11,19,2,25,20,14,78,43,50,2,24,10,42,100,38
