BATTERS - CLE,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
StrawCF,6,1,0,0,0,1,6,.255,.673
KwanRF-LF,5,3,1,0,1,0,4,.309,.846
"Ramírez, Jo3B",4,2,0,0,2,0,2,.299,1.013
"Miller, O2B",6,1,1,0,0,2,3,.338,.991
"Naylor, J1B",5,2,3,8,1,2,0,.338,.944
"Reyes, FDH",5,0,0,0,0,4,3,.216,.566
1-ClementPR-DH,1,1,0,0,0,0,0,.196,.536
GimenezSS,5,1,2,2,0,2,0,.351,.934
"Rosario, ALF",5,1,3,0,0,0,1,.220,.538
MercadoRF,0,0,0,0,0,0,0,.191,.634
HedgesC,5,0,2,1,0,0,1,.176,.498
,47,12,12,11,4,11,20,,
