BATTERS - CWS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Anderson, TiSS",5,0,1,1,1,1,1,.330,.878
Moncada3B,4,1,1,0,1,1,5,.250,.750
"Abreu, J1B",6,0,0,0,0,1,7,.225,.667
Robert Jr.CF,4,2,1,0,2,0,2,.272,.771
GrandalDH,4,1,0,0,2,4,2,.176,.539
SheetsRF,2,1,1,3,1,0,0,.211,.587
EngelRF,3,2,0,0,0,1,5,.211,.572
PollockLF,5,1,2,3,0,1,1,.196,.506
McGuireC,5,0,0,1,0,0,2,.137,.321
"Garcia, Le2B",4,1,1,0,0,0,1,.186,.519
,42,9,7,8,7,9,26,,
