PITCHERS - CHC,IP,H,R,ER,BB,SO,HR,ERA
"Steele(L, 1-5)",2.0,7,7,7,2,2,1,5.40
Effross,1.0,3,3,3,1,0,0,3.20
Hughes,2.0,1,1,1,0,0,1,2.57
Martin,1.0,3,2,2,1,1,0,3.94
Wick,1.0,1,2,2,2,1,0,2.65
Simmons,1.0,5,5,5,1,0,0,45.00
,8.0,20,20,20,7,4,2,
