BATTERS - CIN,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SenzelCF,4,3,4,1,2,0,0,.221,.583
Drury3B,6,1,2,3,0,2,4,.240,.798
PhamDH,4,2,2,3,0,0,1,.233,.708
Votto1B,3,1,0,0,2,2,2,.156,.585
"Lopez, A2B",1,0,0,0,0,0,1,.265,.618
"Stephenson, TC",5,3,3,2,0,0,3,.310,.859
"Farmer, KSS",4,3,4,5,0,0,0,.250,.705
AquinoRF,1,0,1,0,0,0,0,.130,.494
a-NaquinPH-RF,2,2,0,0,2,0,2,.258,.785
Almora Jr.LF,5,3,3,3,0,0,1,.314,.704
"Reynolds, M2B-1B",3,2,1,3,1,0,1,.242,.674
,38,20,20,20,7,4,15,,
