BATTERS - LAA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
OhtaniDH,4,0,1,0,0,2,0,.242,.765
AdellRF,4,0,1,0,0,1,1,.218,.623
Walsh1B,4,0,1,0,0,2,2,.248,.746
Duffy3B,4,0,1,0,0,1,1,.303,.691
LagaresCF,4,0,2,0,0,1,2,.286,.690
MarshLF,4,0,1,0,0,0,1,.246,.639
"Mayfield, J2B",4,0,0,0,0,1,3,.206,.556
SuzukiC,2,0,0,0,0,0,2,.214,.617
"1-Velazquez, APR-SS",0,0,0,0,0,0,0,.178,.480
WadeSS,2,0,0,0,0,0,2,.214,.553
a-StassiPH-C,1,0,0,0,0,0,1,.248,.731
,33,0,7,0,0,8,15,,
