BATTERS - SEA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Rodríguez, JCF",4,0,0,0,0,1,3,.270,.803
France1B,4,1,1,0,0,0,2,.279,.791
HanigerRF,4,0,1,0,0,1,0,.253,.737
"Suárez, E3B",3,0,1,0,1,0,0,.231,.775
WinkerLF,3,0,1,0,0,0,3,.220,.691
HaggertyLF,0,1,0,0,1,0,0,.297,.824
RaleighC,3,1,1,2,1,0,3,.210,.775
Frazier2B,4,0,1,0,0,0,2,.242,.622
LambDH,1,0,0,0,1,1,0,.228,.743
1-TrammellPR-DH,0,0,0,0,0,0,0,.213,.720
"Crawford, JSS",3,0,0,0,0,1,3,.251,.675
,29,3,6,2,4,4,16,,
