BATTERS - CWS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Anderson, TiSS",4,1,0,0,1,2,4,.333,.883
Moncada3B,5,1,1,3,0,1,0,.154,.652
"Abreu, J1B",5,0,0,0,0,2,1,.207,.615
Robert Jr.CF,5,1,1,0,0,1,1,.278,.760
GrandalC,3,1,0,0,1,0,0,.174,.528
SheetsDH,3,0,1,0,1,1,2,.218,.646
PollockLF,3,2,2,1,1,0,0,.210,.548
EngelRF,4,0,1,0,0,1,5,.219,.572
"Garcia, Le2B",4,1,2,2,0,0,5,.203,.545
,36,7,8,6,4,8,18,,
