BATTERS - TB,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
ArozarenaDH,3,0,0,0,1,1,1,.251,.727
"Lowe, B2B",4,0,0,0,0,1,1,.243,.758
Paredes3B,3,0,0,0,0,1,0,.216,.771
Choi1B,3,0,0,0,0,2,2,.254,.761
SiriCF,3,0,0,0,0,2,2,.174,.530
PeraltaLF,3,0,0,0,0,2,0,.246,.765
BethancourtC,3,0,0,0,0,0,0,.234,.646
"Raley, LRF",3,0,0,0,0,1,0,.200,.626
WallsSS,3,1,2,1,0,1,0,.176,.553
,28,1,2,1,1,11,6,,
