BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Donaldson3B,5,0,1,0,0,3,4,.267,.534
Rizzo1B,3,1,1,2,2,1,2,.300,1.400
HigashiokaC,0,0,0,0,0,0,0,.143,.286
JudgeRF,5,0,2,0,0,2,2,.308,.742
StantonDH,5,0,3,1,0,1,2,.385,1.231
GalloLF,4,0,0,0,1,1,4,.100,.408
Torres2B,3,0,1,0,0,0,4,.167,.583
"Hicks, ACF",4,0,1,0,0,0,6,.250,.583
Kiner-FalefaSS,3,1,1,0,1,1,3,.091,.349
TrevinoC,3,1,1,0,0,0,1,.333,.666
a-LeMahieuPH-1B,1,0,0,0,0,0,1,.167,1.111
,36,3,11,3,4,9,29,,
