BATTERS - TOR,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Gurriel Jr.LF,3,0,0,0,0,0,0,.306,.775
a-ZimmerPH,1,0,0,0,0,0,1,.105,.446
GuerreroDH,4,0,1,0,0,0,1,.287,.862
KirkC,3,0,0,0,0,2,1,.302,.841
"Hernández, TRF",3,0,0,0,0,1,1,.271,.811
BichetteSS,3,0,0,0,0,2,0,.262,.735
"Chapman, M3B",3,0,0,0,0,0,0,.240,.790
Biggio1B,3,0,1,0,0,1,0,.221,.710
Merrifield2B,3,0,0,0,0,0,1,.241,.636
Bradley Jr.CF,3,0,1,0,0,2,0,.212,.579
,29,0,3,0,0,8,5,,
