BATTERS - SD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
ProfarLF,4,1,1,0,0,0,1,.252,.771
Cronenworth2B,3,1,1,0,0,0,1,.225,.688
"Machado, MDH",4,0,0,0,0,2,3,.320,.928
Voit1B,4,0,1,2,0,1,1,.220,.668
KimSS,2,0,0,0,1,1,1,.217,.645
"Nola, AuC",4,0,1,0,0,1,2,.220,.569
AzocarRF,2,0,0,0,0,1,1,.260,.650
a-MazaraPH-RF,2,0,0,0,0,1,1,.333,.735
GrishamCF,2,0,0,0,1,0,1,.181,.609
"Alcántara, Se3B",3,0,0,0,0,1,2,.153,.432
,30,2,4,2,2,8,14,,
