BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,5,1,1,0,0,2,1,.268,.875
TurnerSS,4,1,2,0,0,0,0,.300,.816
"Freeman, F1B",4,1,1,1,0,1,1,.327,.920
"Smith, W.D.DH",4,2,2,1,0,1,2,.265,.824
Muncy3B,2,0,0,0,1,2,0,.199,.720
"Taylor, Ch2B",4,0,0,0,0,1,5,.216,.669
"Vargas, MLF",2,0,1,3,0,0,0,.195,.502
GalloLF,1,0,0,0,0,1,0,.163,.643
"Barnes, AC",3,0,0,0,1,1,3,.221,.723
BellingerCF,4,0,0,0,0,0,1,.200,.633
,33,5,7,5,2,9,13,,
