PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
Montas,5.2,6,2,2,1,6,0,3.84
"Schmidt(W, 5-2)",3.0,3,0,0,3,0,0,2.18
"Peralta, Wa(S, 2)",0.1,0,0,0,0,0,0,2.44
,9.0,9,2,2,4,6,0,
