BATTERS - TOR,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SpringerCF,3,0,0,1,1,2,3,.262,.795
BichetteSS,4,1,2,1,1,1,2,.286,.806
Guerrero1B,5,0,1,1,0,4,4,.277,.825
KirkDH,5,0,0,0,0,0,3,.295,.806
"Chapman, M3B",3,0,0,0,1,1,2,.236,.780
"Hernández, TRF",3,2,1,0,1,0,1,.259,.780
"Tapia, RLF",4,2,2,1,0,1,0,.264,.667
Merrifield2B,4,0,1,0,0,1,3,.236,.639
"Jansen, DC",3,1,1,1,1,0,1,.255,.830
,34,6,8,5,5,10,19,,
