PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Cole(W, 1-0)",6.2,4,0,0,1,9,0,4.00
"Peralta, Wa",1.1,0,0,0,1,0,0,2.70
Marinaccio,1.0,2,2,2,1,1,0,5.40
,9.0,6,2,2,3,10,0,
