BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
LeMahieu3B,4,1,3,3,0,0,0,.333,.924
Gonzalez3B,1,1,1,0,0,0,0,.200,.533
JudgeRF,3,1,1,0,1,1,2,.263,.863
a-LocastroPH-RF,1,1,1,2,0,0,0,.250,1.250
Rizzo1B,5,2,2,2,0,1,1,.250,.953
DonaldsonDH,4,1,0,0,0,2,1,.182,.653
Torres2B,3,0,2,0,1,0,0,.227,.650
"Hicks, ACF",4,1,1,1,0,1,4,.273,.718
GalloLF,4,0,1,1,0,3,2,.146,.422
Kiner-FalefaSS,3,1,1,1,0,1,1,.300,.713
TrevinoC,3,1,0,0,1,0,2,.278,.649
,35,10,13,10,3,9,13,,
