BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
RefsnyderRF,5,2,2,1,0,2,0,.344,.968
Vázquez1B-C,5,0,0,0,0,0,2,.289,.749
MartinezDH,4,0,1,0,0,0,0,.313,.869
"1-Downs, JetPR-DH",1,2,1,1,0,0,0,.200,.400
BogaertsSS,4,1,2,0,1,0,2,.309,.835
VerdugoLF,5,0,3,3,0,0,1,.259,.679
Story2B,4,0,0,0,0,1,5,.221,.717
Dalbec3B,3,0,1,1,1,1,0,.212,.633
PlaweckiC,2,0,0,0,0,0,2,.156,.488
a-CorderoPH-1B,2,0,0,0,0,1,0,.243,.705
"Duran, JaCF",4,1,0,0,0,2,1,.291,.809
,39,6,10,6,2,7,13,,
