PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
Montgomery,5.2,5,2,2,1,4,1,3.19
"King(H, 14)",2.0,1,1,1,0,2,0,2.33
"Holmes(BS, 2)",1.1,1,0,0,1,1,0,0.46
"Peralta, Wa(L, 2-2)(BS, 3)",0.2,3,3,2,0,0,0,2.51
,9.2,10,6,5,2,7,1,
