PITCHERS - ATL,IP,H,R,ER,BB,SO,HR,ERA
Strider,6.0,5,0,0,0,7,0,3.02
"Lee, D(H, 3)",0.2,1,0,0,0,1,0,0.59
"Chavez(H, 3)",0.1,0,0,0,1,1,0,2.97
"Minter(H, 16)",1.0,0,0,0,0,1,0,1.69
"Jansen(BS, 4)",1.0,3,2,2,0,2,0,3.58
"Smith, W.M.",1.0,1,1,0,1,0,0,3.41
"O'Day(L, 1-2)",0.2,2,2,1,0,1,0,4.96
Stephens,0.1,0,0,0,1,0,0,3.28
,11.0,12,5,3,3,13,0,
