BATTERS - CLE,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
KwanLF,3,1,1,0,1,0,1,.269,.744
"Rosario, ASS",4,0,1,0,0,3,2,.231,.632
"Ramírez, Jo3B",4,0,1,1,0,2,2,.333,.876
"Naylor, JDH",4,1,1,1,0,0,1,.222,.592
"Gonzalez, ORF",4,0,1,0,0,1,0,.259,.656
Gimenez2B,4,0,1,0,0,1,1,.208,.490
Arias1B,3,0,0,0,0,2,2,.286,.715
HedgesC,1,0,0,0,1,0,0,.077,.327
a-BrennanPH,1,0,0,0,0,1,1,.182,.364
MaileC,0,0,0,0,0,0,0,.000,.333
StrawCF,3,0,0,0,0,1,1,.190,.499
,31,2,6,2,2,11,11,,
