PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Cole(W, 2-0)",7.0,6,2,2,1,8,1,2.03
"Holmes(H, 1)",1.0,0,0,0,1,2,0,0.00
"Peralta, Wa(S, 1)",1.0,0,0,0,0,1,0,3.60
,9.0,6,2,2,2,11,1,
