Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Milwaukee Brewers,MLB,vs Left,203,182,,47,2,1,5,13,18,50,,,2,.258,.332,.363,.695
Milwaukee Brewers,MLB,vs Right,468,393,,98,23,3,9,44,70,112,,,3,.249,.365,.392,.757
