Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2013,MIA,NL,LF,59,56,505.1,103,103,0,0,0,,1.000
2013,MIA,NL,CF,5,5,39.0,11,11,0,0,0,,1.000
2014,MIA,NL,LF,138,133,1182.0,262,255,6,1,1,,.996
2014,MIA,NL,CF,12,9,76.2,17,16,0,1,0,,.941
2015,MIA,NL,LF,103,86,786.2,189,182,5,2,0,,.989
2015,MIA,NL,CF,36,36,282.2,75,74,1,0,1,,1.000
2016,MIA,NL,LF,120,120,1061.0,200,192,5,3,1,,.985
2016,MIA,NL,CF,31,29,258.0,72,68,1,3,0,,.958
2016,MIA,NL,DH,1,1,0.0,0,0,0,0,0,,.000
2017,MIA,NL,CF,155,155,1368.2,372,370,1,1,0,,.997
2018,MIL,NL,LF,90,63,596.0,113,109,3,1,0,,.991
2018,MIL,NL,CF,20,12,115.2,38,36,0,2,0,,.947
2018,MIL,NL,RF,75,68,557.1,122,121,1,0,1,,1.000
2019,MIL,NL,LF,6,3,31.0,6,6,0,0,0,,1.000
2019,MIL,NL,CF,1,0,1.0,1,1,0,0,0,,1.000
2019,MIL,NL,RF,124,121,1061.0,229,218,7,4,2,,.983
2019,MIL,NL,DH,2,2,0.0,0,0,0,0,0,,.000
2020,MIL,NL,LF,51,51,431.1,61,60,1,0,0,,1.000
2020,MIL,NL,DH,7,7,0.0,0,0,0,0,0,,.000
2021,MIL,NL,LF,107,103,893.2,176,170,5,1,0,,.994
2021,MIL,NL,RF,1,0,3.1,0,0,0,0,0,,.000
2021,MIL,NL,DH,4,4,0.0,0,0,0,0,0,,.000
2022,MIL,NL,LF,115,114,1008.2,192,189,2,1,1,,.995
2022,MIL,NL,DH,36,35,0.0,0,0,0,0,0,,.000
10 Seasons,2 Teams,,LF,789,729,6495.2,1302,1266,27,9,3,,.993
,2 Teams,,CF,260,246,2141.2,586,576,3,7,1,,.988
,2 Teams,,DH,50,49,0.0,0,0,0,0,0,,.000
,MIL,NL,RF,200,189,1621.2,351,339,8,4,3,,.989
