Season,Team,Pos,PA,Depth (ft.),Angle
2016,MIA,7,4333,290,-27
2016,MIA,8,1065,310,-1
2017,MIA,8,5890,321,0
2018,MIL,9,2308,293,27
2018,MIL,7,2462,290,-27
2018,MIL,8,489,314,1
2019,MIL,9,4587,292,27
2019,MIL,8,4,326,0
2019,MIL,7,127,293,-28
2020,MIL,7,1821,296,-28
2021,MIL,7,3714,298,-28
2021,MIL,9,10,301,29
2022,MIL,7,4216,294,-27
