Season,Team,Pos,PA,Depth (ft.),Angle
2016,DET,9,4219,290,26
2017,ARI,9,2116,294,26
2017,DET,9,1879,292,27
2018,BOS,7,1209,288,-27
2018,BOS,9,951,286,27
2019,BOS,9,864,290,27
2019,BOS,7,540,294,-26
2020,BOS,7,89,283,-27
2020,BOS,9,152,286,27
2021,BOS,9,236,291,27
2021,BOS,7,1062,291,-27
