PITCHERS - PHI,IP,H,R,ER,BB,SO,HR,ERA
Gibson,4.1,2,1,0,5,3,0,2.93
Alvarado,0.2,0,0,0,0,2,0,4.05
"Norwood(W, 1-0)",1.0,0,0,0,0,1,0,2.84
"Domínguez(H, 5)",0.2,1,0,0,0,1,0,3.24
"Familia(H, 3)",1.0,0,0,0,2,0,0,3.52
"Knebel(S, 4)",1.1,1,0,0,1,1,0,0.96
,9.0,4,1,0,8,8,0,
