BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NimmoCF,4,1,1,0,1,0,3,.270,.879
"Marte, SRF",5,0,0,0,0,1,2,.224,.608
LindorSS,4,0,1,1,1,1,2,.282,.849
Alonso1B,3,0,0,0,2,1,2,.250,.745
Escobar3B,4,0,0,0,1,2,6,.253,.805
McNeil2B,3,0,0,0,1,1,4,.328,.870
CanhaLF,4,0,2,0,0,0,1,.345,.793
"Smith, DoDH",3,0,0,0,1,1,3,.167,.489
McCannC,3,0,0,0,0,1,1,.167,.536
"a-Davis, JPH",0,0,0,0,1,0,0,.231,.760
1-JankowskiPR,0,0,0,0,0,0,0,.318,.718
NidoC,0,0,0,0,0,0,0,.214,.457
,33,1,4,1,8,8,24,,
