Year,Team,Avg HR Trot,Actual HR,xHR,HR-xHR,Doubters,Mostly Gone,No Doubters,No Doubter %
2016,,20.6,28,24.8,3,13,26,7,25.0
2017,,20.0,23,21.7,1,10,23,6,26.1
2018,,21.3,2,2.3,0,2,0,2,100.0
2019,,20.4,19,21.3,-2,14,19,7,36.8
2020,,20.2,23,23.7,-1,8,17,10,43.5
2021,,20.5,18,17.4,1,8,15,7,38.9
2022,,20.8,33,27.8,5,17,28,6,18.2
Player,,20.5,146,139.0,7,72,128,45,30.8
