Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2015,LAD,NL,113,55,52,0,0,.387,13,2,17,456,4.035,.168,.035,.737,.224,0,0
2016,LAD,NL,687,321,216,0,2,.355,71,12,106,2512,3.656,.194,.038,.406,.204,3,0
2017,LAD,NL,613,258,183,0,3,.352,55,14,80,2240,3.654,.214,.036,.511,.184,2,1
2018,LAD,NL,115,40,28,0,1,.301,8,2,10,432,3.757,.148,.017,.647,.129,2,0
2019,LAD,NL,541,236,230,0,4,.303,64,8,79,1909,3.529,.181,.035,.449,.211,0,0
2020,LAD,NL,232,124,102,0,2,.309,28,8,36,807,3.478,.159,.065,.459,.278,2,0
2021,LAD,NL,409,184,124,0,3,.336,41,8,47,1397,3.416,.161,.039,.727,.215,2,0
2022,TEX,AL,663,270,209,0,5,.242,58,14,100,2268,3.421,.155,.050,.563,.211,1,0
8 Seasons,2 Teams,,3373,1488,1144,0,20,.317,338,68,475,12021,3.564,.179,.041,.518,.208,12,1
