Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
ACL Dodgers,Rookie,One Out,2,1,,0,0,0,0,0,1,0,,,0,.000,.500,.000,.500
ACL Dodgers,Rookie,Two Outs,1,1,,1,0,0,0,0,0,0,,,0,1.000,1.000,1.000,2.000
