Season,Bat Side,PA,Shifts,%,wOBA - No Shift,wOBA - Shift
2016,L,667,82,12.3,.378,.302
2017,L,605,89,14.7,.364,.347
2018,L,114,2,1.8,.330,.000
2019,L,538,203,37.7,.353,.319
2020,L,232,169,72.8,.228,.456
2021,L,407,321,78.9,.423,.380
2022,L,654,607,92.8,.397,.327
