Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
New York Mets,MLB,First Inning,110,100,23,35,2,1,7,11,5,23,6,4,5,.350,.409,.600,1.009
New York Mets,MLB,Second Inning,24,23,2,6,1,1,1,7,1,3,0,0,0,.261,.292,.522,.814
New York Mets,MLB,Third Inning,78,75,14,23,8,0,3,9,2,14,1,1,1,.307,.333,.533,.866
New York Mets,MLB,Fourth Inning,36,35,4,10,1,0,1,2,1,12,1,0,0,.286,.306,.400,.706
New York Mets,MLB,Fifth Inning,64,61,6,16,3,2,0,5,3,15,2,1,0,.262,.297,.377,.674
New York Mets,MLB,Sixth Inning,49,44,14,13,3,1,1,8,3,9,1,1,2,.295,.367,.477,.844
New York Mets,MLB,Seventh Inning,59,50,6,14,2,0,1,8,6,7,3,1,3,.280,.390,.380,.770
New York Mets,MLB,Eighth Inning,49,46,5,9,0,0,2,7,3,10,3,1,0,.196,.245,.326,.571
New York Mets,MLB,Ninth Inning,32,29,1,8,4,0,0,5,1,3,0,0,2,.276,.344,.414,.758
New York Mets,MLB,Extra Innings,4,3,1,2,0,0,0,1,1,1,1,0,0,.667,.750,.667,1.417
