Year,Team,Avg HR Trot,Actual HR,xHR,HR-xHR,Doubters,Mostly Gone,No Doubters,No Doubter %
2016,,23.6,9,9.7,-1,12,7,4,44.4
2017,,24.2,7,7.4,0,3,7,3,42.9
2018,,23.0,20,22.2,-2,17,16,8,40.0
2019,,23.2,23,20.0,3,8,14,11,47.8
2020,,23.1,6,6.4,0,2,5,3,50.0
2021,,25.6,12,13.8,-2,7,8,7,58.3
2022,,24.8,16,16.0,0,3,13,5,31.3
Player,,23.9,93,95.6,-3,52,70,41,44.1
