BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Story2B,3,1,1,0,1,2,0,.236,.620
VerdugoLF,5,1,1,0,0,0,3,.254,.717
BogaertsSS,4,2,4,1,1,0,0,.397,.955
Devers3B,5,1,2,1,0,1,7,.278,.764
MartinezDH,4,1,2,1,0,1,4,.278,.825
a-RefsnyderPH-DH,1,0,1,1,0,0,0,.400,1.300
"Hernández, KCF",4,1,1,2,0,2,2,.194,.601
Bradley Jr.RF,4,0,0,0,0,0,3,.173,.521
Dalbec1B,3,0,0,1,0,1,1,.161,.479
PlaweckiC,4,0,1,0,0,2,0,.125,.292
,37,7,13,7,2,9,20,,
