PITCHERS - BOS,IP,H,R,ER,BB,SO,HR,ERA
"Wacha(W, 2-0)",6.0,4,1,1,2,5,0,1.77
"Diekman(H, 6)",0.2,0,0,0,1,1,0,6.00
"Sawamura(H, 1)",0.1,1,0,0,0,1,0,2.57
Schreiber,1.0,0,0,0,0,1,0,0.00
Danish,1.0,0,0,0,0,0,0,3.86
,9.0,5,1,1,3,8,0,
