Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Milwaukee Brewers,MLB,First Inning,58,46,3,7,1,0,1,4,8,14,1,0,3,.152,.310,.239,.549
Milwaukee Brewers,MLB,Second Inning,70,63,7,13,1,0,4,8,7,19,0,1,0,.206,.286,.413,.699
Milwaukee Brewers,MLB,Third Inning,44,41,2,13,4,0,2,12,2,9,0,0,0,.317,.341,.561,.902
Milwaukee Brewers,MLB,Fourth Inning,67,63,7,19,4,0,4,11,4,15,0,0,0,.302,.343,.556,.899
Milwaukee Brewers,MLB,Fifth Inning,56,49,12,15,3,0,4,7,7,13,0,0,0,.306,.393,.612,1.005
Milwaukee Brewers,MLB,Sixth Inning,57,54,6,12,1,0,2,3,2,12,0,0,1,.222,.263,.352,.615
Milwaukee Brewers,MLB,Seventh Inning,57,55,10,16,2,0,5,10,2,12,0,0,0,.291,.316,.600,.916
Milwaukee Brewers,MLB,Eighth Inning,55,50,6,10,4,0,3,7,5,16,0,0,0,.200,.273,.460,.733
Milwaukee Brewers,MLB,Ninth Inning,47,44,6,11,3,0,3,4,2,11,0,0,0,.250,.283,.523,.806
Milwaukee Brewers,MLB,Extra Innings,11,9,3,5,0,1,1,6,0,0,0,0,0,.556,.500,1.111,1.611
