Season,Age,Sprint Speed (ft/s),HP to 1st,Bolts,Pos Rank,Age Rank,Lg Rank,% Rank
2016,24,27.1,,,46,34,303,55.9
2017,25,27.2,4.38,,42,36,298,55.7
2018,26,27.3,4.38,,47,42,287,57.2
2019,27,27.1,4.47,1,53,42,313,54.3
2020,28,27.3,4.42,,32,14,185,63.2
2021,29,27.3,4.49,,36,24,292,56.9
2022,30,27.1,4.52,,52,21,342,45.3
