Year,Pitch Type,Team,RV/100,Run Value,Pitches,%,PA,BA,SLG,wOBA,Whiff%,K%,PutAway %,xBA,xSLG,xwOBA,Hard Hit %
2022,4-Seamer,,0.5,3,590,29.1,144,.286,.563,.401,20.9,17.4,15.8,.261,.508,.375,49.5
2022,Slider,,-0.4,-2,527,26.0,139,.206,.405,.278,38.4,33.8,26.6,.199,.369,.263,34.1
2022,Sinker,,1.2,4,338,16.7,88,.333,.605,.425,15.1,17.0,26.3,.308,.557,.403,50.7
2022,Changeup,,-0.6,-1,222,11.0,52,.213,.404,.289,34.6,23.1,19.7,.192,.319,.251,38.9
2022,Curveball,,-0.7,-1,199,9.8,59,.222,.333,.279,31.3,27.1,23.2,.226,.303,.271,36.8
2022,Cutter,,1.3,2,121,6.0,32,.286,.679,.420,16.9,15.6,12.5,.263,.599,.387,44.0
2022,Splitter,,-6.8,-2,25,1.2,5,.000,.000,.000,14.3,20.0,9.1,.115,.183,.127,75.0
2022,N/A,,86.1,2,2,0.1,2,.500,2.000,1.000,0.0,0.0,0.0,.294,.610,.387,50.0
2021,4-Seamer,,1.2,9,757,34.6,182,.317,.596,.411,18.7,22.0,18.5,.286,.643,.424,54.8
2021,Slider,,2.3,10,449,20.5,133,.246,.587,.375,36.0,31.6,24.3,.239,.494,.325,37.6
2021,Sinker,,-1.1,-3,304,13.9,84,.299,.416,.352,16.2,11.9,18.5,.279,.389,.317,47.8
2021,Curveball,,-0.4,-1,244,11.1,41,.237,.500,.338,40.9,34.1,18.7,.275,.518,.362,45.8
2021,Changeup,,-1.3,-3,231,10.5,67,.190,.397,.273,31.1,22.4,16.9,.233,.422,.303,35.4
2021,Cutter,,-0.2,0,189,8.6,59,.160,.280,.281,21.8,11.9,16.7,.225,.391,.329,30.2
2021,Splitter,,-4.2,-1,13,0.6,4,.000,.000,.000,57.1,50.0,33.3,.212,.262,.203,50.0
2021,Knuckleball,,-7.3,0,2,0.1,,--,--,--,0.0,--,--,--,--,--,--
2021,N/A,,43.1,0,1,0.0,1,.000,.000,.900,0.0,0.0,--,.065,.078,.058,0.0
