BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
JudgeDH,4,2,1,3,1,3,2,.282,.985
Torres2B,5,1,2,2,0,1,1,.267,.808
Carpenter1B,3,0,0,0,1,1,1,.326,1.285
StantonLF,4,0,0,0,0,3,2,.232,.821
Donaldson3B,4,0,2,0,0,0,1,.228,.704
"Hicks, ACF",3,0,0,0,1,0,3,.238,.716
Kiner-FalefaSS,4,1,1,0,0,1,2,.274,.645
LocastroRF,2,0,0,0,0,0,2,.273,.905
a-LeMahieuPH,1,1,1,0,0,0,0,.282,.801
HigashiokaC,3,0,1,0,0,1,1,.178,.549
b-RizzoPH,1,0,0,0,0,0,2,.224,.836
,34,5,8,5,3,10,17,,
