Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2017,2 Teams,,Minors,P,9,9,17.0,1,0,1,0,0,,1.000
2017,2 Teams,,Minors,P,9,9,17.0,1,0,1,0,0,,1.000
2017,GCL Braves,GCL,ROK,P,3,3,5.2,0,0,0,0,0,,.000
2017,Florida Fire Frogs,FSL,A(Adv),P,6,6,11.1,1,0,1,0,0,,1.000
2018,2 Teams,,Minors,P,27,24,138.0,33,7,25,1,1,,.970
2018,2 Teams,,Minors,P,27,24,138.0,33,7,25,1,1,,.970
2018,Mississippi Braves,SOU,AA,P,20,20,109.1,29,5,23,1,1,,.966
2018,Gwinnett Stripers,INT,AAA,P,7,4,28.2,4,2,2,0,0,,1.000
2019,Gwinnett Stripers,INT,AAA,P,21,21,112.1,16,12,4,0,1,,1.000
2021,Gwinnett Stripers,INT,AAA,P,24,24,137.0,24,11,13,0,1,,1.000
,FCL Braves,GCL,ROK,P,3,3,5.2,0,0,0,0,0,,.000
,Gwinnett Stripers,INT,AAA,P,52,49,278.0,44,25,19,0,2,,1.000
,Mississippi Braves,SOU,AA,P,20,20,109.1,29,5,23,1,1,,.966
,Florida Fire Frogs,FSL,A+,P,6,6,11.1,1,0,1,0,0,,1.000
,4 Teams,,Minors,P,81,78,404.1,74,30,43,1,3,,.986
Career Minors,4 Teams,,,P,81,78,404.1,74,30,43,1,3,,.986
