Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Gwinnett Stripers,Triple-A,Home Games,112,99,24,33,8,0,9,24,13,19,0,0,0,.333,.411,.687,1.098
Rome Braves,Class A,Home Games,10,10,0,2,0,0,0,0,0,2,0,0,0,.200,.200,.200,.400
Gwinnett Stripers,Triple-A,Away Games,82,75,15,18,5,0,6,17,7,20,0,0,0,.240,.305,.547,.852
Gwinnett Stripers,Triple-A,Day Games,51,46,7,13,4,0,3,6,5,12,0,0,0,.283,.353,.565,.918
Rome Braves,Class A,Day Games,3,3,0,1,0,0,0,0,0,1,0,0,0,.333,.333,.333,.666
Gwinnett Stripers,Triple-A,Night Games,143,128,32,38,9,0,12,35,15,27,0,0,0,.297,.371,.648,1.019
Rome Braves,Class A,Night Games,7,7,0,1,0,0,0,0,0,1,0,0,0,.143,.143,.143,.286
Gwinnett Stripers,Triple-A,Leading Off,26,25,,10,3,0,4,4,1,2,,,0,.400,.423,1.000,1.423
Rome Braves,Class A,Leading Off,3,3,,1,0,0,0,0,0,0,,,0,.333,.333,.333,.666
Gwinnett Stripers,Triple-A,Late / Close,17,14,,4,1,0,1,6,3,4,,,0,.286,.412,.571,.983
