Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Gwinnett Stripers,Triple-A,Bases Empty,94,85,,19,5,0,7,7,9,17,,,0,.224,.298,.529,.827
Rome Braves,Class A,Bases Empty,6,6,,2,0,0,0,0,0,1,,,0,.333,.333,.333,.666
Gwinnett Stripers,Triple-A,Bases Loaded,8,7,,1,0,0,1,7,1,2,,,0,.143,.250,.571,.821
Rome Braves,Class A,Bases Loaded,1,1,,0,0,0,0,0,0,1,,,0,.000,.000,.000,.000
Gwinnett Stripers,Triple-A,Runner at 1st,44,39,,15,5,0,3,6,5,8,,,0,.385,.455,.744,1.199
Gwinnett Stripers,Triple-A,Runners at 1st & 2nd,12,11,,5,0,0,2,8,1,0,,,0,.455,.500,1.000,1.500
Gwinnett Stripers,Triple-A,Runners at 1st & 3rd,5,5,,1,1,0,0,2,0,2,,,0,.200,.200,.400,.600
Rome Braves,Class A,Runners at 1st & 3rd,1,1,,0,0,0,0,0,0,0,,,0,.000,.000,.000,.000
Gwinnett Stripers,Triple-A,Runner at 2nd,22,19,,6,1,0,2,7,3,7,,,0,.316,.409,.684,1.093
Rome Braves,Class A,Runner at 2nd,1,1,,0,0,0,0,0,0,0,,,0,.000,.000,.000,.000
Gwinnett Stripers,Triple-A,Runners at 2nd & 3rd,1,1,,1,0,0,0,1,0,0,,,0,1.000,1.000,1.000,2.000
Rome Braves,Class A,Runners at 2nd & 3rd,1,1,,0,0,0,0,0,0,0,,,0,.000,.000,.000,.000
Gwinnett Stripers,Triple-A,Runner at 3rd,8,7,,3,1,0,0,3,1,3,,,0,.429,.500,.571,1.071
Gwinnett Stripers,Triple-A,Scoring Position,56,50,,17,3,0,5,28,6,14,,,0,.340,.411,.700,1.111
Rome Braves,Class A,Scoring Position,4,4,,0,0,0,0,0,0,1,,,0,.000,.000,.000,.000
