BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,4,2,1,0,1,1,2,.178,.510
"Freeman, F1B",4,1,3,2,0,0,0,.333,.921
TurnerSS,3,0,0,0,1,2,3,.292,.744
Muncy2B,3,0,0,0,1,0,4,.128,.562
"Turner, J3B",4,0,1,1,0,0,2,.227,.579
"Smith, W.D.C",3,1,0,0,1,1,3,.233,.724
BellingerCF,4,0,2,1,0,1,0,.279,.889
"Taylor, ChLF",3,0,0,0,1,1,2,.314,.847
RiosDH,3,1,1,1,0,2,2,.250,.732
a-AlbertoPH-DH,1,0,0,0,0,0,1,.222,.444
,32,5,8,5,5,8,19,,
