BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
LeMahieu2B,5,0,1,0,0,0,4,.282,.807
1-LocastroPR,0,0,0,0,0,0,0,.194,.652
Gonzalez2B,0,0,0,0,0,0,0,.215,.636
JudgeRF,2,2,1,1,2,1,0,.305,1.088
Rizzo1B,5,0,1,1,0,2,4,.224,.846
Donaldson3B,4,0,1,0,1,2,4,.226,.703
TorresDH,5,0,0,0,0,1,5,.249,.743
BenintendiLF,4,0,1,0,0,0,0,.304,.762
TrevinoC,4,0,2,0,0,0,1,.265,.743
Kiner-FalefaSS,4,0,1,0,0,1,2,.265,.621
"Hicks, ACF",4,0,1,0,0,1,2,.223,.657
,37,2,9,2,3,8,22,,
