BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
PhamLF,5,0,1,1,0,3,0,.237,.705
Devers3B,3,0,1,0,1,0,0,.307,.941
BogaertsSS,3,1,0,0,1,1,2,.307,.826
VerdugoRF,3,1,1,0,1,0,1,.274,.709
MartinezDH,4,0,3,2,0,0,0,.281,.789
Hosmer1B,4,0,0,0,0,1,4,.268,.725
Arroyo2B,4,1,1,0,0,1,3,.273,.747
"Duran, JaCF",1,0,0,0,1,0,0,.233,.680
a-DalbecPH,1,0,0,0,0,1,0,.207,.649
"Davis, JaCF",1,0,0,0,0,0,1,.333,.782
PlaweckiC,3,0,0,0,0,1,2,.167,.479
b-McGuirePH,1,0,1,0,0,0,0,.247,.583
,33,3,8,3,4,8,13,,
