Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2020,TOR,AL,C,7,6,52.0,49,48,1,0,0,,1.000
2020,TOR,AL,DH,1,1,0.0,0,0,0,0,0,,.000
2021,TOR,AL,C,44,40,338.0,372,353,17,2,1,,.995
2021,TOR,AL,DH,8,8,0.0,0,0,0,0,0,,.000
2022,TOR,AL,C,78,74,654.0,689,655,31,3,7,,.996
2022,TOR,AL,DH,50,49,0.0,0,0,0,0,0,,.000
3 Seasons,TOR,AL,C,129,120,1044.0,1110,1056,49,5,8,,.995
,TOR,AL,DH,59,58,0.0,0,0,0,0,0,,.000
