Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2020,TOR,AL,25,14,6,0,0,.421,3,0,2,85,3.400,.160,.040,.250,.208,0,0
2021,TOR,AL,189,72,80,0,2,.234,16,7,30,748,3.958,.116,.042,.864,.194,3,0
2022,TOR,AL,541,195,177,0,4,.299,33,11,71,2200,4.067,.107,.026,1.086,.130,8,0
3 Seasons,TOR,AL,755,281,263,0,6,.287,52,18,103,3033,4.017,.111,.030,.988,.149,11,0
