Year,Pitch Type,Team,RV/100,Run Value,Pitches,%,PA,BA,SLG,wOBA,Whiff%,K%,PutAway %,xBA,xSLG,xwOBA,Hard Hit %
2022,4-Seamer,,-1.2,-5,455,24.8,131,.250,.347,.280,8.2,12.2,12.7,.258,.407,.303,43.1
2022,Slider,,4.0,17,434,23.7,123,.333,.573,.426,25.0,12.2,10.6,.309,.415,.335,35.6
2022,Sinker,,0.8,3,334,18.2,108,.351,.423,.379,3.9,6.5,10.9,.329,.402,.353,34.4
2022,Changeup,,0.1,0,225,12.3,64,.258,.403,.302,18.5,10.9,10.6,.214,.274,.230,21.8
2022,Curveball,,-0.3,-1,208,11.4,41,.211,.368,.286,21.1,19.5,13.8,.176,.247,.223,20.0
2022,Cutter,,-5.8,-7,127,6.9,33,.161,.161,.179,10.8,6.1,8.7,.203,.242,.228,20.7
2022,Splitter,,-5.1,-1,21,1.1,5,.000,.000,.000,15.4,20.0,16.7,.149,.169,.137,0.0
2022,N/A,,-5.5,0,9,0.5,3,.333,.333,.300,0.0,0.0,--,.621,.774,.604,100.0
2021,4-Seamer,,4.6,10,207,31.8,58,.440,.580,.492,15.8,17.2,14.5,.323,.436,.394,55.0
2021,Slider,,-1.2,-2,147,22.6,31,.154,.192,.276,30.6,22.6,18.4,.198,.218,.251,20.0
2021,Sinker,,3.6,3,83,12.8,25,.455,.500,.458,6.5,0.0,0.0,.384,.495,.421,40.9
2021,Curveball,,-0.4,0,77,11.8,22,.273,.273,.286,12.9,13.6,16.7,.295,.369,.291,21.1
2021,Changeup,,-1.9,-1,70,10.8,13,.000,.000,.069,29.4,15.4,8.0,.181,.216,.172,9.1
2021,Cutter,,-2.7,-2,62,9.5,16,.071,.071,.144,16.7,18.8,16.7,.148,.172,.209,18.2
2021,N/A,,13.7,0,3,0.5,1,1.000,2.000,1.250,0.0,0.0,--,.657,1.428,.868,100.0
2021,Splitter,,12.5,0,1,0.2,1,1.000,1.000,.900,0.0,0.0,--,.251,.311,.236,0.0
2020,4-Seamer,,-1.1,-2,168,32.1,41,.156,.188,.301,8.3,9.8,8.7,.262,.395,.376,42.9
2020,Slider,,1.1,1,116,22.2,25,.364,.409,.386,32.6,32.0,22.2,.224,.248,.268,21.4
2020,Sinker,,-1.5,-1,99,18.9,27,.227,.318,.270,9.3,11.1,10.7,.290,.360,.317,42.9
2020,Curveball,,0.0,0,54,10.3,12,.167,.167,.150,39.1,41.7,22.7,.165,.187,.161,14.3
2020,Changeup,,-5.4,-2,45,8.6,11,.000,.000,.000,31.8,27.3,17.6,.168,.252,.178,50.0
2020,Cutter,,5.1,2,38,7.3,9,.500,.500,.578,0.0,0.0,0.0,.347,.381,.368,37.5
2020,Splitter,,-5.0,0,3,0.6,1,.000,.000,.000,100.0,100.0,50.0,--,--,.000,--
2019,4-Seamer,,1.2,1,108,36.2,23,.286,.619,.407,4.9,8.7,5.9,.420,.555,.441,31.6
2019,Slider,,-1.0,-1,83,27.9,27,.269,.346,.259,34.6,22.2,21.4,.318,.378,.300,9.5
2019,Sinker,,0.4,0,56,18.8,19,.316,.316,.284,8.8,10.5,15.4,.247,.320,.248,41.2
2019,Curveball,,7.7,2,32,10.7,8,.250,.625,.363,30.8,12.5,11.1,.218,.380,.248,14.3
2019,Changeup,,0.0,0,11,3.7,3,.333,.333,.300,16.7,0.0,0.0,.166,.185,.150,0.0
2019,Cutter,,-7.8,-1,8,2.7,1,.000,.000,.000,40.0,0.0,0.0,.127,.133,.118,0.0
