PITCHERS - SF,IP,H,R,ER,BB,SO,HR,ERA
"Wood(W, 8-9)",6.1,3,0,0,0,5,0,4.17
"Brebbia(H, 11)",0.2,1,0,0,0,0,0,2.40
"Rogers, Ty(H, 12)",1.0,1,0,0,0,1,0,4.53
"Doval(S, 15)",1.0,0,0,0,0,1,0,2.93
,9.0,5,0,0,0,7,0,
