BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
RefsnyderCF-RF,5,2,4,0,0,1,0,.339,.931
Devers3B,3,0,0,0,0,2,4,.327,.977
CorderoRF-1B,2,0,0,0,0,1,1,.246,.713
MartinezDH,4,1,3,0,1,0,0,.314,.871
BogaertsSS,4,0,0,1,0,1,4,.306,.830
VázquezC,5,0,3,2,0,1,4,.296,.766
VerdugoLF,4,0,0,0,1,2,3,.253,.671
Story2B,5,1,1,1,0,2,4,.224,.727
ArroyoRF-3B,4,0,1,0,0,1,0,.224,.640
"Duran, JaCF",1,0,0,0,0,1,1,.305,.848
Dalbec1B-3B,3,1,1,1,1,2,1,.210,.629
,40,5,13,5,3,14,22,,
