Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Lehigh Valley IronPigs,Triple-A,First Inning,64,54,11,20,4,0,8,23,9,7,1,0,1,.370,.469,.889,1.358
Lehigh Valley IronPigs,Triple-A,Second Inning,56,52,11,14,4,0,4,8,3,10,1,0,1,.269,.321,.577,.898
Lehigh Valley IronPigs,Triple-A,Third Inning,44,38,3,8,1,0,1,7,6,6,1,1,0,.211,.318,.316,.634
Lehigh Valley IronPigs,Triple-A,Fourth Inning,68,53,11,18,5,1,2,12,11,11,0,0,1,.340,.441,.585,1.026
Lehigh Valley IronPigs,Triple-A,Fifth Inning,48,41,10,13,3,1,4,9,6,6,0,0,1,.317,.417,.732,1.149
Lehigh Valley IronPigs,Triple-A,Sixth Inning,69,56,12,12,2,1,3,10,12,10,1,1,0,.214,.348,.446,.794
Lehigh Valley IronPigs,Triple-A,Seventh Inning,38,34,6,9,1,1,4,11,3,5,0,0,1,.265,.342,.706,1.048
Lehigh Valley IronPigs,Triple-A,Eighth Inning,56,45,11,15,3,0,2,9,10,11,0,0,0,.333,.446,.533,.979
Lehigh Valley IronPigs,Triple-A,Ninth Inning,28,25,3,5,1,0,1,2,3,8,0,0,0,.200,.286,.360,.646
Lehigh Valley IronPigs,Triple-A,Extra Innings,5,3,0,0,0,0,0,0,2,1,0,0,0,.000,.400,.000,.400
