Name,Year,0ft,5ft,10ft,15ft,20ft,25ft,30ft,35ft,40ft,45ft,50ft,55ft,60ft,65ft,70ft,75ft,80ft,85ft,90ft
"Hoskins, Rhys - RHB",2017,0.00,0.55,0.86,1.14,1.40,1.64,1.86,2.08,2.28,2.48,2.68,2.87,3.07,3.25,3.44,3.63,3.81,4.00,4.20
"Hoskins, Rhys - RHB",2018,0.00,0.55,0.87,1.15,1.41,1.65,1.87,2.09,2.29,2.50,2.69,2.88,3.07,3.26,3.45,3.63,3.82,4.01,4.20
"Hoskins, Rhys - RHB",2019,0.00,0.56,0.88,1.16,1.42,1.66,1.88,2.10,2.31,2.51,2.71,2.90,3.09,3.28,3.47,3.66,3.85,4.04,4.24
"Hoskins, Rhys - RHB",2020,0.00,0.59,0.93,1.22,1.48,1.71,1.94,2.16,2.37,2.57,2.77,2.97,3.16,3.35,3.54,3.73,3.92,4.12,4.32
"Hoskins, Rhys - RHB",2021,0.00,0.58,0.93,1.21,1.46,1.70,1.92,2.14,2.34,2.54,2.74,2.94,3.13,3.32,3.50,3.69,3.87,4.05,4.25
"Hoskins, Rhys - RHB",2022,0.00,0.58,0.92,1.20,1.46,1.70,1.92,2.14,2.35,2.55,2.75,2.94,3.14,3.33,3.52,3.71,3.90,4.09,4.29

