BATTERS - LAA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Rengifo2B,4,0,1,0,0,0,1,.275,.759
1-StefanicPR-2B,1,0,0,0,0,0,2,.176,.459
OhtaniDH,4,1,2,0,0,2,0,.268,.894
Duffy3B,4,0,2,0,0,0,0,.250,.605
WardRF,3,0,1,1,0,1,3,.270,.794
AdellLF,0,0,0,0,0,0,0,.217,.619
ThaissC,3,0,0,0,1,3,4,.222,.650
Ford1B,3,0,0,0,1,2,2,.194,.610
MoniakLF-RF,4,0,1,0,0,2,0,.180,.552
"Soto, LSS",4,0,1,0,0,2,2,.375,1.125
SierraCF,4,0,0,0,0,3,3,.172,.462
,34,1,8,1,2,15,17,,
