Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2015,Grand Junction Rockies,PIO,ROK,SS,29,29,236.0,156,35,109,12,16,,.923
2015,Grand Junction Rockies,PIO,ROK,DH,8,8,0.0,0,0,0,0,0,,.000
2016,Asheville Tourists,SAL,A(Full),2B,24,24,203.1,116,44,68,4,18,,.966
2016,Asheville Tourists,SAL,A(Full),SS,56,56,495.1,238,71,151,16,31,,.933
2016,Asheville Tourists,SAL,A(Full),DH,30,30,0.0,0,0,0,0,0,,.000
2017,2 Teams,,Minors,SS,80,76,669.0,300,94,189,17,51,,.943
2017,2 Teams,,Minors,2B,10,10,81.0,54,20,33,1,7,,.981
2017,2 Teams,,Minors,SS,80,76,669.0,300,94,189,17,51,,.943
2017,2 Teams,,Minors,2B,10,10,81.0,54,20,33,1,7,,.981
2017,Lancaster JetHawks,CAL,A(Adv),2B,4,4,34.0,18,7,11,0,2,,1.000
2017,Lancaster JetHawks,CAL,A(Adv),SS,47,47,412.2,167,56,104,7,29,,.958
2017,Hartford Yard Goats,EAS,AA,2B,6,6,47.0,36,13,22,1,5,,.972
2017,Hartford Yard Goats,EAS,AA,SS,33,29,256.1,133,38,85,10,22,,.925
2018,2 Teams,,Minors,SS,69,67,564.1,248,102,142,4,39,,.984
2018,2 Teams,,Minors,2B,24,20,181.0,96,46,50,0,14,,1.000
2018,2 Teams,,Minors,3B,21,21,173.0,46,16,28,2,4,,.957
2018,2 Teams,,Minors,SS,69,67,564.1,248,102,142,4,39,,.984
2018,2 Teams,,Minors,2B,24,20,181.0,96,46,50,0,14,,1.000
2018,2 Teams,,Minors,3B,21,21,173.0,46,16,28,2,4,,.957
2018,Hartford Yard Goats,EAS,AA,2B,21,17,154.0,84,40,44,0,14,,1.000
2018,Hartford Yard Goats,EAS,AA,3B,17,17,140.2,36,12,22,2,3,,.944
2018,Hartford Yard Goats,EAS,AA,SS,58,57,489.0,222,93,126,3,34,,.986
2018,Hartford Yard Goats,EAS,AA,DH,3,3,0.0,0,0,0,0,0,,.000
2018,Albuquerque Isotopes,PCL,AAA,2B,3,3,27.0,12,6,6,0,0,,1.000
2018,Albuquerque Isotopes,PCL,AAA,3B,4,4,32.1,10,4,6,0,1,,1.000
2018,Albuquerque Isotopes,PCL,AAA,SS,11,10,75.1,26,9,16,1,5,,.962
2019,Albuquerque Isotopes,PCL,AAA,2B,27,27,227.0,121,47,70,4,18,,.967
2019,Albuquerque Isotopes,PCL,AAA,3B,3,3,24.2,7,4,3,0,1,,1.000
2019,Albuquerque Isotopes,PCL,AAA,SS,6,6,52.0,32,12,17,3,5,,.906
2019,Albuquerque Isotopes,PCL,AAA,DH,1,1,0.0,0,0,0,0,0,,.000
2021,Albuquerque Isotopes,PCL,AAA,2B,3,3,20.1,12,5,7,0,1,,1.000
2021,Albuquerque Isotopes,PCL,AAA,SS,1,1,8.0,6,1,5,0,2,,1.000
,Grand Junction Rockies,PIO,ROK,SS,29,29,236.0,156,35,109,12,16,,.923
,Grand Junction Rockies,PIO,ROK,DH,8,8,0.0,0,0,0,0,0,,.000
,Albuquerque Isotopes,PCL,AAA,2B,33,33,274.1,145,58,83,4,19,,.972
,Albuquerque Isotopes,PCL,AAA,3B,7,7,57.0,17,8,9,0,2,,1.000
,Albuquerque Isotopes,PCL,AAA,SS,18,17,135.1,64,22,38,4,12,,.938
,Albuquerque Isotopes,PCL,AAA,DH,1,1,0.0,0,0,0,0,0,,.000
,Hartford Yard Goats,EAS,AA,2B,27,23,201.0,120,53,66,1,19,,.992
,Hartford Yard Goats,EAS,AA,3B,17,17,140.2,36,12,22,2,3,,.944
,Hartford Yard Goats,EAS,AA,SS,91,86,745.1,355,131,211,13,56,,.963
,Hartford Yard Goats,EAS,AA,DH,3,3,0.0,0,0,0,0,0,,.000
,Lancaster JetHawks,CAL,A+,2B,4,4,34.0,18,7,11,0,2,,1.000
,Lancaster JetHawks,CAL,A+,SS,47,47,412.2,167,56,104,7,29,,.958
,Asheville Tourists,SAL,A,2B,24,24,203.1,116,44,68,4,18,,.966
,Asheville Tourists,SAL,A,SS,56,56,495.1,238,71,151,16,31,,.933
,Asheville Tourists,SAL,A,DH,30,30,0.0,0,0,0,0,0,,.000
,4 Teams,,Minors,2B,88,84,712.2,399,162,228,9,58,,.977
,2 Teams,,Minors,3B,24,24,197.2,53,20,31,2,5,,.962
,5 Teams,,Minors,SS,241,235,2024.2,980,315,613,52,144,,.947
,4 Teams,,Minors,DH,42,42,0.0,0,0,0,0,0,,.000
,4 Teams,,Minors,2B,88,84,712.2,399,162,228,9,58,,.977
,2 Teams,,Minors,3B,24,24,197.2,53,20,31,2,5,,.962
,5 Teams,,Minors,SS,241,235,2024.2,980,315,613,52,144,,.947
Career Minors,4 Teams,,,DH,42,42,0.0,0,0,0,0,0,,.000
