BATTERS - HOU,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Dubón2B,5,2,2,0,0,0,1,.222,.593
Gurriel1B,4,0,2,1,1,1,1,.247,.675
"Alvarez, YDH",5,1,2,2,0,2,2,.296,1.009
Bregman3B,4,1,0,0,1,1,3,.261,.831
TuckerRF,5,0,2,1,0,1,1,.260,.814
PeñaSS,3,0,0,1,0,3,1,.246,.705
McCormickLF,3,1,1,0,1,1,2,.240,.749
MeyersCF,3,0,1,0,1,2,2,.216,.577
MaldonadoC,4,0,0,0,0,3,4,.181,.596
,36,5,10,5,4,14,17,,
