PITCHERS - HOU,IP,H,R,ER,BB,SO,HR,ERA
"Urquidy(W, 12-4)",7.0,5,2,2,2,6,1,3.63
"Montero(H, 18)",1.0,0,0,0,0,2,0,2.49
"Pressly(S, 25)",1.0,2,2,2,0,1,0,3.11
,9.0,7,4,4,2,9,1,
