BATTERS - HOU,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Altuve2B,3,1,1,0,1,0,1,.295,.912
PeñaSS,4,0,1,1,0,2,2,.249,.698
"Alvarez, YDH",4,0,0,0,0,1,4,.303,1.017
Bregman3B,4,0,0,0,0,0,1,.260,.827
TuckerRF,3,0,0,0,0,0,0,.259,.811
Gurriel1B,3,0,1,0,0,0,0,.241,.647
DíazLF,3,0,0,0,0,0,1,.248,.709
McCormickLF,0,0,0,0,0,0,0,.239,.727
MeyersCF,3,1,2,0,0,1,0,.218,.573
MaldonadoC,2,0,1,0,0,1,1,.186,.595
,29,2,6,1,1,5,10,,
