Season,Age,Pitches,"Batted
Balls",Barrels,Barrel %,Barrel/PA,"Exit
Velocity",Max EV,"Launch
Angle","Sweet
Spot %",XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%
2016,24,55,10,3,30.0,20.0,95.0,111.4,14.6,50.0,.397,1.079,.592,.615,.851,50.0,26.7,0.0
2017,25,2280,408,41,10.0,7.0,88.6,115.5,7.1,30.9,.264,.481,.349,.338,.421,41.2,23.7,5.6
2018,26,2516,434,51,11.8,8.0,89.9,115.0,5.4,27.6,.251,.434,.308,.328,.403,42.9,24.1,6.9
2019,27,2722,464,48,10.3,7.1,90.3,113.9,7.8,36.4,.277,.503,.373,.362,.424,42.7,21.1,9.3
2021,29,2468,414,43,10.4,7.0,88.9,113.9,9.7,36.0,.266,.452,.326,.341,.412,42.0,23.2,8.3
2022,30,2368,389,38,9.8,6.5,89.5,111.8,12.7,39.6,.245,.410,.312,.327,.383,40.4,23.0,9.0
Player,,12409,2119,224,10.6,7.2,89.5,115.5,8.5,34.1,.262,.460,.336,.341,.411,41.9,23.0,7.8
MLB,,,,,6.7,4.6,88.4,122.4,12.1,33.0,.245,.405,.316,.315,.368,35.8,22.1,8.4
