Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Norfolk Tides,Triple-A,Home Games,264,240,25,61,9,4,6,25,22,69,2,1,2,.254,.322,.400,.722
Bowie Baysox,Double-A,Home Games,42,38,9,11,0,0,6,11,3,8,0,0,1,.289,.357,.763,1.120
Norfolk Tides,Triple-A,Away Games,272,243,35,74,13,1,7,29,26,54,0,1,2,.305,.375,.453,.828
Bowie Baysox,Double-A,Away Games,33,25,9,8,4,0,1,3,7,9,0,0,1,.320,.485,.600,1.085
Norfolk Tides,Triple-A,Day Games,108,95,14,26,6,0,1,7,12,25,0,1,1,.274,.361,.368,.729
Bowie Baysox,Double-A,Day Games,29,25,7,7,1,0,2,4,3,9,0,0,1,.280,.379,.560,.939
Norfolk Tides,Triple-A,Night Games,428,388,46,109,16,5,12,47,36,98,2,1,3,.281,.346,.441,.787
Bowie Baysox,Double-A,Night Games,46,38,11,12,3,0,5,10,7,8,0,0,1,.316,.435,.789,1.224
Norfolk Tides,Triple-A,Leading Off,107,100,,24,4,0,1,1,6,27,,,1,.240,.290,.310,.600
Bowie Baysox,Double-A,Leading Off,15,13,,3,0,0,2,2,2,4,,,0,.231,.333,.692,1.025
Norfolk Tides,Triple-A,Late / Close,75,69,,22,2,0,1,8,6,21,,,0,.319,.373,.391,.764
Bowie Baysox,Double-A,Late / Close,5,4,,1,0,0,1,2,0,2,,,1,.250,.400,1.000,1.400
