Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Norfolk Tides,Triple-A,Bases Empty,282,258,,68,13,2,9,9,22,68,,,2,.264,.326,.434,.760
Bowie Baysox,Double-A,Bases Empty,38,34,,11,4,0,2,2,3,9,,,1,.324,.395,.618,1.013
Norfolk Tides,Triple-A,Bases Loaded,12,11,,3,0,1,0,9,0,4,,,1,.273,.333,.455,.788
Bowie Baysox,Double-A,Bases Loaded,1,1,,0,0,0,0,0,0,0,,,0,.000,.000,.000,.000
Norfolk Tides,Triple-A,Runner at 1st,107,100,,34,3,0,3,7,7,19,,,0,.340,.383,.460,.843
Bowie Baysox,Double-A,Runner at 1st,19,17,,5,0,0,4,8,2,5,,,0,.294,.368,1.000,1.368
Norfolk Tides,Triple-A,Runners at 1st & 2nd,36,32,,9,2,1,0,7,4,11,,,0,.281,.361,.406,.767
Bowie Baysox,Double-A,Runners at 1st & 2nd,3,2,,0,0,0,0,0,1,0,,,0,.000,.333,.000,.333
Norfolk Tides,Triple-A,Runners at 1st & 3rd,15,14,,4,0,1,0,5,1,6,,,0,.286,.333,.429,.762
Bowie Baysox,Double-A,Runners at 1st & 3rd,1,1,,1,0,0,0,1,0,0,,,0,1.000,1.000,1.000,2.000
Norfolk Tides,Triple-A,Runner at 2nd,60,49,,11,3,0,0,8,10,11,,,1,.224,.367,.286,.653
Bowie Baysox,Double-A,Runner at 2nd,8,6,,2,0,0,1,2,2,2,,,0,.333,.500,.833,1.333
Norfolk Tides,Triple-A,Runners at 2nd & 3rd,7,6,,3,1,0,0,4,1,3,,,0,.500,.571,.667,1.238
Bowie Baysox,Double-A,Runners at 2nd & 3rd,3,2,,0,0,0,0,1,0,1,,,1,.000,.333,.000,.333
Norfolk Tides,Triple-A,Runner at 3rd,17,13,,3,0,0,1,5,3,1,,,0,.231,.353,.462,.815
Bowie Baysox,Double-A,Runner at 3rd,2,0,,0,0,0,0,0,2,0,,,0,.000,1.000,.000,1.000
Norfolk Tides,Triple-A,Scoring Position,147,125,,33,6,3,1,38,19,36,,,2,.264,.367,.384,.751
Bowie Baysox,Double-A,Scoring Position,18,12,,3,0,0,1,4,5,3,,,1,.250,.500,.500,1.000
